!RNX Dual-Polarized Feed Calibration Data
!Created: 20250727T033904ZZ
!Operator: SYSTEM
!Base Parameters:
!  Reference_Power: -20.0 dBm
!  Polarization: THETA
!  Distance: 1.0 m
!Equipment:
!  Signal_Generator: PLASG-T8G40G_SN:SN00000
!  Spectrum_Analyzer: NRP50S_SN:SN00000
!  Antenna: RNX_ANT_SN:SN00000
!Environment: 25.0C, 50.0%RH
!Frequency:
!  Start: 8 GHz
!  Stop: 40 GHz
!  Step: 1 GHz
!  Points: 33
!Data Columns:
!  1: Frequency(GHz)
!  2: Theta(dB)
!  3: Phi(dB)
!  4: Horn_Gain(GHz)
!  5: Theta_corrected(dB)
!  6: Phi_corrected(dB)
!  7: Theta_corrected_V/M(V/M)
!  8: Phi_corrected_V/M(V/M)
!  9: Reference_Power(dBm)
! 10: Polarization
!VersionNotes: The default calibration file generated by the system
!BaseParams: {"ref_power": -20.0, "polarization": "THETA", "distance": 1.0}
Frequency,Theta,Phi,Horn_Gain,Theta_corrected,Phi_corrected,Theta_corrected_V/M,Phi_corrected_V/M,Reference_Power,Polarization
8.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
9.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
10.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
11.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
12.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
13.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
14.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
15.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
16.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
17.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
18.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
19.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
20.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
21.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
22.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
23.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
24.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
25.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
26.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
27.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
28.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
29.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
30.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
31.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
32.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
33.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
34.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
35.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
36.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
37.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
38.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
39.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
40.000000,17.00,17.00,7.00000,17.00,17.00,17.00,17.00
!EndOfData: 2025-07-27T03:39:04Z
!Notes: 系统自动生成的默认校准文件
!MD5: 1b4f35911d313a7b5f3862f68bd5b9ee
